ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
99239,0,37.91696015447049,-113.58402252197266,-11.911121368408203,0.010149364359676838
99240,0,37.84593625776653,-113.58402252197266,-11.911121368408203,0.010305004194378853
99241,0,37.77258302577505,-113.58402252197266,-11.911121368408203,0.01045312825590372
99242,0,37.696933126714285,-113.58402252197266,-11.911121368408203,0.010590877383947372
99243,0,37.61903386489779,-113.58402252197266,-11.911121368408203,0.010716037824749947
99244,0,37.538903636094574,-113.58402252197266,-11.911121368408203,0.010827388614416122
99245,0,37.456556370198264,-113.58402252197266,-11.911121368408203,0.010923977009952068
99246,0,37.37200608591333,-113.58402252197266,-11.911121368408203,0.011005611158907413
99247,0,37.28527702772612,-113.58402252197266,-11.911121368408203,0.011072482913732529
99248,0,37.196364407020674,-113.58402252197266,-11.911121368408203,0.011125202290713787
99249,0,37.1052901309029,-113.58402252197266,-11.911121368408203,0.011164492927491665
99250,0,37.01208008317872,-113.58402252197266,-11.911121368408203,0.011191463097929955
99251,0,36.916740244356795,-113.58402252197266,-11.911121368408203,0.011207522824406624
99252,0,36.81929885358629,-113.58402252197266,-11.911121368408203,0.011213932186365128
99253,0,36.71976731563586,-113.58402252197266,-11.911121368408203,0.011212100274860859
99254,0,36.61816978742639,-113.58402252197266,-11.911121368408203,0.0112034035846591
99255,0,36.51450992949336,-113.58402252197266,-11.911121368408203,0.011189212091267109
99256,0,36.40878327618798,-113.58402252197266,-11.911121368408203,0.011170787736773491
99257,0,36.30101993549914,-113.58402252197266,-11.911121368408203,0.011149272322654724
99258,0,36.19122016372295,-113.58402252197266,-11.911121368408203,0.011125888675451279
99259,0,36.07939639879348,-113.58402252197266,-11.911121368408203,0.011101512238383293
99260,0,35.96556858154465,-113.58402252197266,-11.911121368408203,0.011076983995735645
99261,0,35.84973479600477,-113.58402252197266,-11.911121368408203,0.011053027585148811
99262,0,35.73191900314218,-113.58402252197266,-11.911121368408203,0.01103017758578062
99263,0,35.61212334431678,-113.58402252197266,-11.911121368408203,0.011008930392563343
99264,0,35.49036793227517,-113.58402252197266,-11.911121368408203,0.010989589616656303
99265,0,35.36666507112694,-113.58402252197266,-11.911121368408203,0.010972347110509872
99266,0,35.24101407250419,-113.58402252197266,-11.911121368408203,0.010957355611026287
99267,0,35.11343930257331,-113.58402252197266,-11.911121368408203,0.010944652371108532
99268,0,34.98393205939167,-113.58402252197266,-11.911121368408203,0.010934238322079182
99269,0,34.85252279474885,-113.58402252197266,-11.911121368408203,0.010925997979938984
99270,0,34.71920519743484,-113.58402252197266,-11.911121368408203,0.01091985683888197
99271,0,34.5840002612959,-113.58402252197266,-11.911121368408203,0.010915583930909634
99272,0,34.44692295315657,-113.58403778076172,-11.911121368408203,0.010913257487118244
99273,0,34.31460598397341,-113.59073638916016,-11.911134719848633,0.01070619560778141
99274,0,34.188625604490305,-113.60568237304688,-11.911160469055176,0.0103003503754735
99275,0,34.06825350141187,-113.62814331054688,-11.911175727844238,0.00976575817912817
99276,0,33.9528204685112,-113.65743255615234,-11.911213874816895,0.00916227325797081
99277,0,33.84168374916624,-113.69290161132812,-11.911272048950195,0.008539371192455292
99278,0,33.734282520796675,-113.73396301269531,-11.911347389221191,0.007934208028018475
99279,0,33.63007114561901,-113.78006744384766,-11.911399841308594,0.007376575376838446
99280,0,33.5285636728085,-113.83071899414062,-11.911490440368652,0.006885509472340345
99281,0,33.429374628789304,-113.88552856445312,-11.911612510681152,0.006474094465374947
99282,0,33.33290174080527,-113.94410705566406,-11.911714553833008,0.006149616092443466
99283,0,33.239923906540106,-114.00614166259766,-11.911861419677734,0.005914211273193359
99284,0,33.15014536813582,-114.07134246826172,-11.911996841430664,0.00576654402539134
99285,0,33.0632948281385,-114.13947296142578,-11.912128448486328,0.005702915135771036
99286,0,32.97916463700051,-114.21031951904297,-11.912223815917969,0.005716113839298487
99287,0,32.89758095453019,-114.28372192382812,-11.91230297088623,0.00579835893586278
99288,0,32.8184005693725,-114.3594970703125,-11.912376403808594,0.005940570496022701
99289,0,32.741476376253736,-114.43753051757812,-11.912479400634766,0.006133060436695814
99290,0,32.666677950857135,-114.51769256591797,-11.91257095336914,0.006365031935274601
99291,0,32.59395642716722,-114.59988403320312,-11.912653923034668,0.0066272541880607605
99292,0,32.523201720998046,-114.68402099609375,-11.912734031677246,0.006909999530762434
99293,0,32.45431132346348,-114.77000427246094,-11.912813186645508,0.007204074878245592
99294,0,32.38727296185258,-114.85780334472656,-11.91291332244873,0.0075017353519797325
99295,0,32.3219878143744,-114.94731140136719,-11.913025856018066,0.007796115707606077
99296,0,32.25841849543011,-115.03849029541016,-11.913129806518555,0.008080768398940563
99297,0,32.196524105324016,-115.13128662109375,-11.913227081298828,0.008350887335836887
99298,0,32.1362256129284,-115.22563171386719,-11.913342475891113,0.008603038266301155
99299,0,32.0774676298255,-115.32147979736328,-11.913455963134766,0.008834666572511196
99300,0,32.02020515682425,-115.41877746582031,-11.913565635681152,0.009044208563864231
99301,0,31.964376914366706,-115.51744842529297,-11.913689613342285,0.009231205098330975
99302,0,31.909886203203932,-115.61741638183594,-11.913813591003418,0.009396609850227833
99303,0,31.85442518561599,-115.71862030029297,-11.913947105407715,0.009541263803839684
99304,0,31.79739828543837,-115.82098388671875,-11.914080619812012,0.009666919708251953
99305,0,31.738824446528067,-115.92440795898438,-11.914224624633789,0.00977540947496891
99306,0,31.678770187668643,-116.02884674072266,-11.914368629455566,0.009868678636848927
99307,0,31.61721578381409,-116.13419342041016,-11.914521217346191,0.009948978200554848
99308,0,31.554235196154576,-116.24042510986328,-11.914685249328613,0.010018367320299149
99309,0,31.48981655511633,-116.34745025634766,-11.91484546661377,0.010078182443976402
99310,0,31.423920862807993,-116.45518493652344,-11.91501522064209,0.010130824521183968
99311,0,31.35656152546842,-116.56359100341797,-11.915193557739258,0.010177860036492348
99312,0,31.28774959616781,-116.672607421875,-11.91537094116211,0.010220050811767578
99313,0,31.217440848857258,-116.78216552734375,-11.915555953979492,0.010259151458740234
99314,0,31.145647775378826,-116.8922348022461,-11.915750503540039,0.010295848362147808
99315,0,31.072396981154505,-117.00276947021484,-11.915950775146484,0.01033082976937294
99316,0,30.9976603308049,-117.11370849609375,-11.916142463684082,0.010364780202507973
99317,0,30.92138168254519,-117.22501373291016,-11.916340827941895,0.010397929698228836
99318,0,30.843603578973283,-117.33665466308594,-11.916549682617188,0.010430851019918919
99319,0,30.764292364479033,-117.44860076904297,-11.916766166687012,0.010463085025548935
99320,0,30.683438220611702,-117.5608139038086,-11.916987419128418,0.010495051741600037
99321,0,30.6010612691591,-117.67325592041016,-11.917214393615723,0.010526981204748154
99322,0,30.517151161211746,-117.78593444824219,-11.917445182800293,0.010558108799159527
99323,0,30.431657678569078,-117.89877319335938,-11.91767406463623,0.010588931851089
99324,0,30.34462846100331,-118.01180267333984,-11.917911529541016,0.010618839412927628
99325,0,30.25599268215859,-118.12496948242188,-11.918148040771484,0.010648021474480629
99326,0,30.165818176285097,-118.23828125,-11.918389320373535,0.010676059871912003
99327,0,30.074025643978345,-118.3516845703125,-11.918636322021484,0.010702839121222496
99328,0,29.980655377277138,-118.4652099609375,-11.918889045715332,0.010727939195930958
99329,0,29.885648507285573,-118.57881927490234,-11.919143676757812,0.010751857422292233
99330,0,29.789021210043664,-118.69249725341797,-11.919404029846191,0.010774211958050728
99331,0,29.69077794429868,-118.80623626708984,-11.91966724395752,0.010794810950756073
99332,0,29.59092636223167,-118.92002868652344,-11.919931411743164,0.010814228095114231
99333,0,29.489413285472132,-119.03379821777344,-11.920198440551758,0.010834293439984322
99334,0,29.38618249877115,-119.14750671386719,-11.920469284057617,0.01085443515330553
99335,0,29.281319199924976,-119.26117706298828,-11.920743942260742,0.01087408047169447
99336,0,29.174816765256157,-119.37480926513672,-11.921022415161133,0.01089258212596178
99337,0,29.06670606794743,-119.4884033203125,-11.921303749084473,0.010909633710980415
99338,0,28.95698779774368,-119.60196685791016,-11.921587944030762,0.010924930684268475
99339,0,28.845669788481516,-119.71549224853516,-11.921873092651367,0.010938701219856739
99340,0,28.732804233326068,-119.82899475097656,-11.922158241271973,0.010950183495879173
99341,0,28.618397443884074,-119.94245910644531,-11.922447204589844,0.010959720239043236
99342,0,28.502524827513053,-120.05587768554688,-11.922739028930664,0.010967464186251163
99343,0,28.385172969066183,-120.16927337646484,-11.923032760620117,0.010973377153277397
99344,0,28.266280927930225,-120.28263092041016,-11.923331260681152,0.010977687314152718
99345,0,28.145858572829866,-120.39595794677734,-11.923629760742188,0.010980624705553055
99346,0,28.023905869053173,-120.50924682617188,-11.923933029174805,0.010982341133058071
99347,0,27.90044007944814,-120.62248992919922,-11.924233436584473,0.010982990264892578
99348,0,27.775461101890954,-120.73571014404297,-11.92453670501709,0.010982722975313663
99349,0,27.64892270482031,-120.84888458251953,-11.924843788146973,0.010981692932546139
99350,0,27.520861896813567,-120.96202087402344,-11.925152778625488,0.010980510152876377
99351,0,27.391289057585734,-121.07512664794922,-11.925463676452637,0.010978602804243565
99352,0,27.26018469356335,-121.18817901611328,-11.925774574279785,0.01097650546580553
99353,0,27.12877718544015,-121.30232238769531,-11.926092147827148,0.010939463973045349
99354,0,26.99788054721673,-121.41818237304688,-11.926417350769043,0.010857829824090004
99355,0,26.86752695579468,-121.53551483154297,-11.926742553710938,0.010749301873147488
99356,0,26.737780301359145,-121.65406799316406,-11.927072525024414,0.010628833435475826
99357,0,26.608717279492662,-121.77362060546875,-11.927409172058105,0.010508785024285316
99358,0,26.480372190559795,-121.89397430419922,-11.92774772644043,0.010398845188319683
99359,0,26.352758895771615,-122.01497650146484,-11.928089141845703,0.010305042378604412
99360,0,26.22591649162971,-122.136474609375,-11.928431510925293,0.010230807587504387
99361,0,26.100086579864723,-122.25835418701172,-11.928775787353516,0.010178431868553162
99362,0,25.975783483220013,-122.38054656982422,-11.929122924804688,0.01014799065887928
99363,0,25.853396267037162,-122.50296783447266,-11.929471969604492,0.010138644836843014
99364,0,25.733456495716094,-122.62556457519531,-11.929823875427246,0.010148716159164906
99365,0,25.616552515881242,-122.74827575683594,-11.930177688598633,0.010175570845603943
99366,0,25.50330497868639,-122.87107849121094,-11.930530548095703,0.010216578841209412
99367,0,25.39414775531543,-122.99394226074219,-11.93088436126709,0.010269221849739552
99368,0,25.28942929951852,-123.11685180664062,-11.93124008178711,0.010330180637538433
99369,0,25.18914423004696,-123.2397689819336,-11.931596755981445,0.010396785102784634
99370,0,25.093320597647242,-123.36270904541016,-11.931954383850098,0.010466861538589
99371,0,25.002077562997734,-123.48564147949219,-11.932312965393066,0.0105375861749053
99372,0,24.91535016575985,-123.60857391357422,-11.932673454284668,0.010607318952679634
99373,0,24.831875028062804,-123.7314682006836,-11.93303394317627,0.010674037970602512
99374,0,24.75046818945391,-123.85435485839844,-11.933395385742188,0.010736904107034206
99375,0,24.67009197599767,-123.97722625732422,-11.933756828308105,0.010794239118695259
99376,0,24.589874064914014,-124.10005950927734,-11.93411922454834,0.010846156626939774
99377,0,24.509788893842728,-124.22286224365234,-11.934483528137207,0.010891703888773918
99378,0,24.429883270705695,-124.34563446044922,-11.934846878051758,0.010930842719972134
99379,0,24.350123070049985,-124.46836853027344,-11.935212135314941,0.010963267646729946
99380,0,24.270530250329887,-124.591064453125,-11.935578346252441,0.01098974235355854
99381,0,24.191092450484675,-124.71373748779297,-11.935944557189941,0.011010761372745037
99382,0,24.11180409954119,-124.83637237548828,-11.936310768127441,0.011026020161807537
99383,0,24.032391966722418,-124.95896911621094,-11.936677932739258,0.011036396026611328
99384,0,23.952122850637924,-125.08152770996094,-11.937044143676758,0.011042575351893902
99385,0,23.87093358872607,-125.20404815673828,-11.937414169311523,0.011044902727007866
99386,0,23.788805572351304,-125.32655334472656,-11.937784194946289,0.011044291779398918
99387,0,23.705660386080808,-125.44898986816406,-11.938153266906738,0.011041011661291122
99388,0,23.621527897657423,-125.57140350341797,-11.938522338867188,0.011035708710551262
99389,0,23.536431726081688,-125.69377899169922,-11.93889331817627,0.011028994806110859
99390,0,23.450312380651187,-125.81612396240234,-11.939265251159668,0.011021137237548828
99391,0,23.363214503686187,-125.93843841552734,-11.939637184143066,0.01101263053715229
99392,0,23.27511612600024,-126.06072235107422,-11.940009117126465,0.01100378017872572
99393,0,23.185944157367288,-126.18295288085938,-11.94038200378418,0.010994929820299149
99394,0,23.095748874463535,-126.30518341064453,-11.940754890441895,0.010986232198774815
99395,0,23.00456939733663,-126.4273681640625,-11.941129684448242,0.010977878235280514
99396,0,22.91239694199453,-126.54953002929688,-11.94150447845459,0.010970019735395908
99397,0,22.819187438838732,-126.67166900634766,-11.941879272460938,0.01096284855157137
99398,0,22.72488041277325,-126.79377746582031,-11.942255973815918,0.010956325568258762
99399,0,22.62946629245235,-126.91586303710938,-11.942632675170898,0.010950450785458088
99400,0,22.533082512443553,-127.03792572021484,-11.943008422851562,0.010945644229650497
99401,0,22.43576628644872,-127.15996551513672,-11.94338607788086,0.01094118133187294
99402,0,22.33754383236013,-127.28199005126953,-11.943765640258789,0.010937442071735859
99403,0,22.23838184266733,-127.40399169921875,-11.944145202636719,0.010934238322079182
99404,0,22.138308562016913,-127.52598571777344,-11.944524765014648,0.010931606404483318
99405,0,22.037438599868995,-127.64794921875,-11.944904327392578,0.010929546318948269
99406,0,21.93602742572151,-127.76991271972656,-11.94528579711914,0.010928019881248474
99407,0,21.83410944393343,-127.891845703125,-11.945667266845703,0.010926799848675728
99408,0,21.731981924098324,-128.01376342773438,-11.946049690246582,0.010925846174359322
99409,0,21.629997176082522,-128.1356964111328,-11.946431159973145,0.010925235226750374
99410,0,21.52870562732957,-128.25759887695312,-11.946813583374023,0.010924777947366238
99411,0,21.428416237527156,-128.37948608398438,-11.947197914123535,0.010924548842012882
99412,0,21.328724938028767,-128.50137329101562,-11.947583198547363,0.010924357920885086
99413,0,21.229550263908056,-128.6232452392578,-11.947965621948242,0.010924892500042915
99414,0,21.130763314427675,-128.7450408935547,-11.94835090637207,0.010926494374871254
99415,0,21.032337032778198,-128.86680603027344,-11.948735237121582,0.010928859002888203
99416,0,20.934091483779266,-128.988525390625,-11.949119567871094,0.010931720025837421
99417,0,20.835853750491232,-129.11019897460938,-11.949503898620605,0.010934924706816673
99418,0,20.73749836116337,-129.23184204101562,-11.949888229370117,0.010938282124698162
99419,0,20.638857510243607,-129.3534393310547,-11.950274467468262,0.010941753163933754
99420,0,20.539893008634976,-129.4749755859375,-11.950658798217773,0.010945071466267109
99421,0,20.440584290928637,-129.5964813232422,-11.951043128967285,0.01094827614724636
99422,0,20.340820904317212,-129.7179412841797,-11.951428413391113,0.010951251722872257
99423,0,20.240612440855944,-129.83938598632812,-11.951812744140625,0.010953845456242561
99424,0,20.139959800255756,-129.9607696533203,-11.952198028564453,0.010956249199807644
99425,0,20.038869702946158,-130.0821075439453,-11.952580451965332,0.010958194732666016
99426,0,19.937467112349527,-130.20339965820312,-11.952963829040527,0.010959872975945473
99427,0,19.835867561212435,-130.3246612548828,-11.95334529876709,0.010961170308291912
99428,0,19.734120305861765,-130.4458770751953,-11.953728675842285,0.010962237603962421
99429,0,19.63228522333728,-130.5670623779297,-11.954110145568848,0.010963001288473606
99430,0,19.53033679100233,-130.68820190429688,-11.954490661621094,0.01096353493630886
99431,0,19.42825530938228,-130.80929565429688,-11.95487117767334,0.010963878594338894
99432,0,19.326140873056012,-130.9303436279297,-11.95525074005127,0.010963954962790012
99433,0,19.22429193630648,-131.05149841308594,-11.955631256103516,0.01095876656472683
99434,0,19.123522226909895,-131.17344665527344,-11.956011772155762,0.010929622687399387
99435,0,19.023903482703737,-131.29612731933594,-11.95639419555664,0.010883846320211887
99436,0,18.92537673988214,-131.41941833496094,-11.956778526306152,0.010829334147274494
99437,0,18.82787628649841,-131.5431671142578,-11.957161903381348,0.010772914625704288
99438,0,18.731423766682603,-131.66732788085938,-11.95754623413086,0.010719623416662216
99439,0,18.635892024934996,-131.7917938232422,-11.957930564880371,0.010672168806195259
99440,0,18.541175172034908,-131.91650390625,-11.958314895629883,0.01063318271189928
99441,0,18.4471400100503,-132.0414276123047,-11.958697319030762,0.010603504255414009
99442,0,18.35358625720541,-132.16651916503906,-11.95907974243164,0.01058286614716053
99443,0,18.260403897516095,-132.29176330566406,-11.959461212158203,0.01066526398062706
99444,0,18.167391953499536,-132.41712951660156,-11.959840774536133,0.010745487175881863
99445,0,18.074381832835236,-132.54258728027344,-11.960220336914062,0.010821781121194363
99446,0,17.98128737425225,-132.66815185546875,-11.96059799194336,0.010892733931541443
99447,0,17.888000354056377,-132.79379272460938,-11.960973739624023,0.010956973768770695
99448,0,17.79447478173116,-132.91952514648438,-11.961348533630371,0.011014461517333984
99449,0,17.70061908521825,-133.04530334472656,-11.96172046661377,0.011064128950238228
99450,0,17.606395571707647,-133.17117309570312,-11.962092399597168,0.011106356978416443
99451,0,17.511747014343403,-133.29710388183594,-11.9624605178833,0.011140651069581509
99452,0,17.41657175320283,-133.423095703125,-11.962827682495117,0.011167888529598713
99453,0,17.32083895742436,-133.54916381835938,-11.963191986083984,0.011188258416950703
99454,0,17.224521966959966,-133.67527770996094,-11.963555335998535,0.011202258989214897
99455,0,17.127679891949168,-133.8014373779297,-11.963915824890137,0.011210880242288113
99456,0,17.03039520680801,-133.9276580810547,-11.964273452758789,0.011214771308004856
99457,0,16.932742831395576,-134.05392456054688,-11.964628219604492,0.011214847676455975
99458,0,16.83474218836018,-134.1802215576172,-11.964981079101562,0.011212024837732315
99459,0,16.736546054209363,-134.30653381347656,-11.965332984924316,0.011207180097699165
99460,0,16.638346479534484,-134.432861328125,-11.965680122375488,0.01120160985738039
99461,0,16.540237318682486,-134.55917358398438,-11.966023445129395,0.01119573600590229
99462,0,16.442420823740715,-134.6854705810547,-11.966365814208984,0.011189326643943787
99463,0,16.344974866082595,-134.81178283691406,-11.966705322265625,0.011183185502886772
99464,0,16.248065565602015,-134.93809509277344,-11.967039108276367,0.011176967062056065
99465,0,16.151799816758558,-135.06442260742188,-11.967371940612793,0.011170787736773491
99466,0,16.056260798472028,-135.19076538085938,-11.967700958251953,0.011164569295942783
99467,0,15.961509873623845,-135.31712341308594,-11.968026161193848,0.011158504523336887
99468,0,15.867605189647687,-135.44349670410156,-11.968348503112793,0.011152667924761772
99469,0,15.774647979711999,-135.5699005126953,-11.968667030334473,0.01114721316844225
99470,0,15.682670378330718,-135.69631958007812,-11.968981742858887,0.011141948401927948
99471,0,15.591581048492976,-135.82275390625,-11.969292640686035,0.011137447319924831
99472,0,15.501392493098566,-135.94923400878906,-11.969599723815918,0.011133670806884766
99473,0,15.41207117177899,-136.0757293701172,-11.969902992248535,0.011130427941679955
99474,0,15.323618048111918,-136.20223999023438,-11.970202445983887,0.01112787239253521
99475,0,15.23596624551167,-136.3287811279297,-11.970498085021973,0.011125926859676838
99476,0,15.148968424972944,-136.45535278320312,-11.970787048339844,0.01112455315887928
99477,0,15.06245707520822,-136.58192443847656,-11.971075057983398,0.011123446747660637
99478,0,14.976306788099429,-136.70852661132812,-11.971358299255371,0.011123142205178738
99479,0,14.890420022191122,-136.8351593017578,-11.971636772155762,0.011123333126306534
99480,0,14.804772578757259,-136.96180725097656,-11.97191047668457,0.011123981326818466
99481,0,14.71942498294559,-137.08847045898438,-11.97218132019043,0.011124858632683754
99482,0,14.633930406933077,-137.2151641845703,-11.972444534301758,0.011126003228127956
99483,0,14.54812236671615,-137.34185791015625,-11.972704887390137,0.01112733781337738
99484,0,14.462702583214282,-137.4685821533203,-11.9729585647583,0.011128826066851616
99485,0,14.377372010386564,-137.59532165527344,-11.973209381103516,0.011130047030746937
99486,0,14.292003823591665,-137.72207641601562,-11.973454475402832,0.011131648905575275
99487,0,14.207184832597045,-137.84886169433594,-11.973694801330566,0.011133212596178055
99488,0,14.123465269864038,-137.97564697265625,-11.973930358886719,0.01113470084965229
99489,0,14.041768424631234,-138.1024627685547,-11.974161148071289,0.011136149987578392
99490,0,13.962390329509269,-138.22927856445312,-11.974385261535645,0.01113748550415039
99491,0,13.885907764636148,-138.35610961914062,-11.974604606628418,0.011138705536723137
99492,0,13.812457900902178,-138.48297119140625,-11.97481918334961,0.01113950740545988
99493,0,13.742000767928738,-138.60984802246094,-11.975028038024902,0.011140499264001846
99494,0,13.67457618823247,-138.73672485351562,-11.975229263305664,0.011141452938318253
99495,0,13.609805716809586,-138.86361694335938,-11.975424766540527,0.011142215691506863
99496,0,13.546231869434981,-138.9905242919922,-11.975616455078125,0.01114259660243988
99497,0,13.483263702326441,-139.11746215820312,-11.97580337524414,0.01114313118159771
99498,0,13.420049944425163,-139.244384765625,-11.975980758666992,0.011143664829432964
99499,0,13.357144821998242,-139.371337890625,-11.976153373718262,0.011144084855914116
99500,0,13.2944121382474,-139.498291015625,-11.976323127746582,0.011144427582621574
99501,0,13.23183284596289,-139.62527465820312,-11.976485252380371,0.011144694872200489
99502,0,13.16934375047643,-139.75225830078125,-11.976638793945312,0.011145000346004963
99503,0,13.106950830458175,-139.87925720214844,-11.976789474487305,0.011145267635583878
99504,0,13.044598019631174,-140.00625610351562,-11.976932525634766,0.011145191267132759
99505,0,12.982326681906049,-140.13327026367188,-11.977067947387695,0.01114541944116354
99506,0,12.920116209083316,-140.2602996826172,-11.97719669342041,0.011145686730742455
99507,0,12.857971993282979,-140.3873291015625,-11.977323532104492,0.01114587765187025
99508,0,12.795902658587373,-140.51438903808594,-11.977442741394043,0.011146106757223606
99509,0,12.735601839622529,-140.6414337158203,-11.977553367614746,0.011146373115479946
99510,0,12.677034921391423,-140.7685089111328,-11.97765827178955,0.011146334931254387
99511,0,12.619703899240838,-140.89556884765625,-11.977758407592773,0.011146602220833302
99512,0,12.56334004505228,-141.0226593017578,-11.977850914001465,0.011146869510412216
99513,0,12.507595683730933,-141.14974975585938,-11.977933883666992,0.01114721316844225
99514,0,12.452212557952164,-141.27684020996094,-11.978014945983887,0.01114747952669859
99515,0,12.396949666585048,-141.4039306640625,-11.978086471557617,0.011147746816277504
99516,0,12.341500114448516,-141.53103637695312,-11.978150367736816,0.011148014105856419
99517,0,12.285764470924578,-141.6581573486328,-11.978206634521484,0.011148280464112759
99518,0,12.229551808045452,-141.7852783203125,-11.978260040283203,0.011148547753691673
99519,0,12.172739775030223,-141.91241455078125,-11.978303909301758,0.011148891411721706
99520,0,12.115210603677832,-142.03953552246094,-11.978341102600098,0.011149157769978046
99521,0,12.05673160712027,-142.1666717529297,-11.978371620178223,0.011149425059556961
