ts,agent_id,x,y,z,v
393226,1,-75.20748901367188,-15.664299011230469,0.03271583467721939,1.3110765454915907
393227,0,-75.24353790283203,-15.664616584777832,0.032592542469501495,1.4794072959839841
393228,1,-75.28351593017578,-15.664952278137207,0.03249923512339592,1.6344579349810686
393229,0,-75.32714080810547,-15.665294647216797,0.0324331670999527,1.7783756539218216
393230,1,-75.37416076660156,-15.665691375732422,0.03239070996642113,1.91282982175688
393231,0,-75.42438507080078,-15.66616153717041,0.03236762806773186,2.0393149189662054
393232,1,-75.47762298583984,-15.666658401489258,0.032360076904296875,2.1591429343999042
393233,0,-75.53374481201172,-15.667145729064941,0.03236442431807518,2.2733721775136755
393234,1,-75.5926284790039,-15.667631149291992,0.03237796574831009,2.382901894811824
393235,0,-75.65415954589844,-15.66816520690918,0.03239799290895462,2.488480634585496
393236,1,-75.71827697753906,-15.66873836517334,0.03242248296737671,2.590775200315072
393237,0,-75.7848892211914,-15.669351577758789,0.03244968503713608,2.6903093061256924
393238,1,-75.85394287109375,-15.669963836669922,0.032478027045726776,2.7875412099169794
393239,0,-75.9253921508789,-15.670637130737305,0.032507095485925674,2.882806208864819
393240,1,-75.99919128417969,-15.671388626098633,0.03253551572561264,2.9764365751435435
393241,0,-76.07530212402344,-15.672220230102539,0.03256317228078842,3.0686982456603937
393242,1,-76.15370178222656,-15.673162460327148,0.0325893759727478,3.159784656666917
393243,0,-76.2343521118164,-15.67427921295166,0.03261413425207138,3.2498492263657375
393244,1,-76.31724548339844,-15.675533294677734,0.03263744339346886,3.3391517979088414
393245,0,-76.40235900878906,-15.676823616027832,0.03265853971242905,3.4277949100833216
393246,1,-76.48966979980469,-15.678119659423828,0.03267795592546463,3.515769789412996
393247,0,-76.57917785644531,-15.679408073425293,0.03269565477967262,3.6031113346944483
393248,1,-76.67086029052734,-15.680705070495605,0.03271186724305153,3.6898452472580088
393249,0,-76.76470184326172,-15.682029724121094,0.03272697329521179,3.776000954611434
393250,1,-76.86067962646484,-15.683384895324707,0.03274044021964073,3.861603263756366
393251,0,-76.95879364013672,-15.6848726272583,0.032752953469753265,3.946623741373415
393252,1,-77.05902099609375,-15.686467170715332,0.03276431933045387,4.031162016760567
393253,0,-77.1613540649414,-15.688199996948242,0.03277477249503136,4.115176230668891
393254,1,-77.2657699584961,-15.690073013305664,0.032784461975097656,4.198712148250332
393255,0,-77.37226867675781,-15.692042350769043,0.032793350517749786,4.281799599485087
393256,1,-77.4808349609375,-15.694101333618164,0.03280166536569595,4.36442056628371
393257,0,-77.5914535522461,-15.696234703063965,0.032809410244226456,4.446591270355525
393258,1,-77.70411682128906,-15.698418617248535,0.03281650319695473,4.528316340888912
393259,0,-77.8188247680664,-15.700667381286621,0.03282317891716957,4.609591205980683
393260,1,-77.93555450439453,-15.702974319458008,0.03282947465777397,4.690430122213405
393261,0,-78.05429077148438,-15.705388069152832,0.032835423946380615,4.770819069963456
393262,1,-78.1750259399414,-15.707913398742676,0.03284145146608353,4.850784036671337
393263,0,-78.2977523803711,-15.710585594177246,0.032846756279468536,4.930307185252049
393264,1,-78.42245483398438,-15.713363647460938,0.03285209462046623,5.00944182849998
393265,0,-78.54913330078125,-15.716238975524902,0.03311198949813843,5.088422812218806
393266,1,-78.67778015136719,-15.719218254089355,0.0332653783261776,5.166787900399241
393267,0,-78.80836486816406,-15.722295761108398,0.03334972262382507,5.2447586824801
393268,1,-78.9408950805664,-15.725472450256348,0.0333898551762104,5.32232619613004
393269,0,-79.07534790039062,-15.728744506835938,0.03340255841612816,5.399494344784493
393270,1,-79.21172332763672,-15.732100486755371,0.03339885547757149,5.476265507481065
393271,0,-79.35002136230469,-15.735529899597168,0.03338596224784851,5.5526386615849574
393272,1,-79.4902114868164,-15.73902702331543,0.03336856886744499,5.628614310889031
393273,0,-79.6323013305664,-15.742593765258789,0.03334949538111687,5.704195025653515
393274,1,-79.7762680053711,-15.746217727661133,0.03333068639039993,5.779383955724381
393275,0,-79.92210388183594,-15.749905586242676,0.03331298753619194,5.854183180740607
393276,1,-80.0698013305664,-15.753679275512695,0.03329719603061676,5.92859273363552
393277,0,-80.2193603515625,-15.757525444030762,0.03328338637948036,6.002621020414031
393278,1,-80.37075805664062,-15.761384010314941,0.033271558582782745,6.076265107300183
393279,0,-80.52397918701172,-15.765270233154297,0.033261679112911224,6.149532744397294
393280,1,-80.67903900146484,-15.769099235534668,0.03325336426496506,6.222395103839112
393281,0,-80.83512115478516,-15.772783279418945,0.033266372978687286,6.232444999141825
393282,1,-80.99111938476562,-15.776362419128418,0.033310241997241974,6.233798532856254
393283,0,-81.14704895019531,-15.779807090759277,0.03336765244603157,6.233461142171331
393284,1,-81.30292510986328,-15.78294849395752,0.03342922031879425,6.23234791055358
393285,0,-81.45875549316406,-15.785676002502441,0.033489227294921875,6.230751938273931
393286,1,-81.6145248413086,-15.788034439086914,0.033545225858688354,6.228956855785787
393287,0,-81.7702407836914,-15.790135383605957,0.03359592333436012,6.227097615511948
393288,1,-81.92591857910156,-15.791980743408203,0.03364105150103569,6.225148745323338
393289,0,-82.0815200805664,-15.793679237365723,0.033680420368909836,6.223199184315851
393290,1,-82.23709106445312,-15.795199394226074,0.03371516987681389,6.221184620942269
393291,0,-82.39260864257812,-15.796515464782715,0.03374515473842621,6.219123372912601
393292,1,-82.5480728149414,-15.797829627990723,0.03377086669206619,6.21711558386741
393293,0,-82.70348358154297,-15.799173355102539,0.03379329666495323,6.215072388904548
393294,1,-82.85884857177734,-15.800542831420898,0.03381213918328285,6.212999398551731
393295,0,-83.01416015625,-15.80193042755127,0.03382854536175728,6.210902074574532
393296,1,-83.16941833496094,-15.803431510925293,0.033842772245407104,6.208782022843995
393297,0,-83.32461547851562,-15.805094718933105,0.033854980021715164,6.206628459198603
393298,1,-83.47976684570312,-15.806868553161621,0.03386528044939041,6.2044713478387346
393299,0,-83.63484954833984,-15.808655738830566,0.033874206244945526,6.202311198786645
393300,1,-83.78990173339844,-15.810453414916992,0.03388198837637901,6.200144951045715
393301,0,-83.94487762451172,-15.812335014343262,0.03388866409659386,6.197969224158142
393302,1,-84.10209655761719,-15.814340591430664,0.03384372591972351,6.315761437301528
393303,0,-84.26206970214844,-15.816603660583496,0.03376590833067894,6.4239367025666265
393304,1,-84.42467498779297,-15.819085121154785,0.033677633851766586,6.527810112377513
393305,0,-84.58979034423828,-15.821681022644043,0.03359096497297287,6.627765996026498
393306,1,-84.75735473632812,-15.82434368133545,0.03351196274161339,6.724134503849525
393307,0,-84.92724609375,-15.827079772949219,0.03344295546412468,6.817261597202763
393308,1,-85.09939575195312,-15.829917907714844,0.03338489308953285,6.907466149807799
393309,0,-85.27373504638672,-15.832826614379883,0.03333679214119911,6.9950565373937375
393310,1,-85.45022583007812,-15.835803985595703,0.03329810872673988,7.080288480153156
393311,0,-85.6287841796875,-15.838810920715332,0.033267438411712646,7.163402918141004
393312,1,-85.80940246582031,-15.841863632202148,0.03324367478489876,7.244613982194962
393313,0,-85.99198913574219,-15.84494686126709,0.03322586044669151,7.324113287285635
393314,1,-86.17654418945312,-15.848092079162598,0.0332128144800663,7.402073870234696
393315,0,-86.36300659179688,-15.851275444030762,0.03320392593741417,7.478649193385979
393316,1,-86.55137634277344,-15.854512214660645,0.03319816663861275,7.553974599148178
393317,0,-86.74159240722656,-15.857803344726562,0.033195190131664276,7.628169705470772
393318,1,-86.93363952636719,-15.861090660095215,0.033193930983543396,7.70134035892107
393319,0,-87.12751007080078,-15.864276885986328,0.03319457918405533,7.773541656274843
393320,1,-87.32316589355469,-15.867450714111328,0.03319660201668739,7.844951656769661
393321,0,-87.52059173583984,-15.870575904846191,0.03319927304983139,7.915571612177578
393322,1,-87.71977233886719,-15.873549461364746,0.03320285677909851,7.9854348340642165
393323,0,-87.92068481445312,-15.87635612487793,0.03320697695016861,8.054664260287648
393324,1,-88.12330627441406,-15.878976821899414,0.03321147710084915,8.123287052751552
393325,0,-88.32764434814453,-15.881579399108887,0.033216170966625214,8.191463623669074
393326,1,-88.53369140625,-15.884078025817871,0.03322086110711098,8.259089909654477
393327,0,-88.74140167236328,-15.886075973510742,0.033225782215595245,8.32567696223625
393328,1,-88.9507827758789,-15.88752555847168,0.033231087028980255,8.391929941444294
393329,0,-89.16179656982422,-15.888442993164062,0.033236313611269,8.457829203914521
393330,1,-89.37445831298828,-15.88887882232666,0.03324127197265625,8.523508055371817
393331,0,-89.5887680053711,-15.88889217376709,0.03324580937623978,8.588958096245282
393332,1,-89.80469512939453,-15.888482093811035,0.03325031325221062,8.654081521896757
393333,0,-90.02225494384766,-15.887813568115234,0.0332544706761837,8.719097876047687
393334,1,-90.2414321899414,-15.886825561523438,0.03325832262635231,8.783709924951975
393335,0,-90.46221160888672,-15.885531425476074,0.03326225280761719,8.848064128333164
393336,1,-90.68460845947266,-15.88382625579834,0.03326587751507759,8.91199367065776
393337,0,-90.90858459472656,-15.882102966308594,0.03326927125453949,8.97581267543277
393338,1,-91.1341552734375,-15.880420684814453,0.0332724004983902,9.039354233735494
393339,0,-91.36131286621094,-15.878952026367188,0.03327564150094986,9.10241144599302
393340,1,-91.59001922607422,-15.878209114074707,0.03327930346131325,9.163965961511517
393341,0,-91.8202896118164,-15.878012657165527,0.03328292816877365,9.22626754575485
393342,1,-92.0521240234375,-15.87807559967041,0.03328594192862511,9.288786249035063
393343,0,-92.28550720214844,-15.878284454345703,0.03328857198357582,9.351157774942493
393344,1,-92.52044677734375,-15.878594398498535,0.03329097852110863,9.41332711618149
393345,0,-92.75694274902344,-15.878920555114746,0.0332932285964489,9.475277582338231
393346,1,-92.9949722290039,-15.879295349121094,0.033295441418886185,9.53700380739253
393347,0,-93.23455047607422,-15.879801750183105,0.03329753875732422,9.598491838300024
393348,1,-93.47565460205078,-15.880279541015625,0.033299561589956284,9.659756150615774
393349,0,-93.71829986572266,-15.880745887756348,0.03330158069729805,9.720830605415777
393350,1,-93.96247100830078,-15.881256103515625,0.03330352529883385,9.781700753617056
393351,0,-94.2081298828125,-15.881683349609375,0.033305853605270386,9.841761190817152
393352,1,-94.4552230834961,-15.882068634033203,0.03330966830253601,9.897743127855694
393353,0,-94.70357513427734,-15.882448196411133,0.0333181768655777,9.945455054827665
393354,1,-94.952880859375,-15.88280200958252,0.03333473205566406,9.980920428887464
393355,0,-95.20282745361328,-15.883096694946289,0.033361244946718216,10.00362486588795
393356,1,-95.45313262939453,-15.883434295654297,0.033397939056158066,10.015572304994752
393357,0,-95.70354461669922,-15.883734703063965,0.03344276174902916,10.017893806248312
393358,1,-95.95384216308594,-15.883712768554688,0.03349395841360092,10.01158474821446
393359,0,-96.2038345336914,-15.882975578308105,0.0335499569773674,9.997531800082257
393360,1,-96.45333099365234,-15.882390022277832,0.033609580248594284,9.974334075691154
393361,0,-96.70182037353516,-15.883007049560547,0.0336780920624733,9.929831404619074
393362,1,-96.94878387451172,-15.884982109069824,0.03375865891575813,9.863454304936296
393363,0,-97.19358825683594,-15.887988090515137,0.03385460004210472,9.77213273633066
393364,1,-97.43559265136719,-15.892098426818848,0.033966291695833206,9.654872611849806
393365,0,-97.67415618896484,-15.896990776062012,0.03409339860081673,9.51276292695652
393366,1,-97.90867614746094,-15.902266502380371,0.03423389419913292,9.345654899035612
393367,0,-98.1387939453125,-15.907768249511719,0.0343814454972744,9.168471534828527
393368,1,-98.36448669433594,-15.913212776184082,0.03452442213892937,8.991417970808607
393369,0,-98.58576965332031,-15.918901443481445,0.03465694189071655,8.81422363961516
393370,1,-98.80257415771484,-15.925395011901855,0.03477668762207031,8.636283782848468
393371,0,-99.01490783691406,-15.932937622070312,0.03488365188241005,8.457679603121864
393372,1,-99.22293090820312,-15.940993309020996,0.034973181784152985,8.293189910688268
393373,0,-99.42776489257812,-15.94912052154541,0.03502529114484787,8.175554235907253
393374,1,-99.63053131103516,-15.957494735717773,0.03503177687525749,8.102761313821132
393375,0,-99.83232116699219,-15.966293334960938,0.03499118611216545,8.07412499695848
393376,1,-100.03401184082031,-15.975603103637695,0.03491039201617241,8.072907713356663
393377,0,-100.23562622070312,-15.98536205291748,0.03481330722570419,8.070375912612464
393378,1,-100.43712615966797,-15.995676040649414,0.03471294417977333,8.067328903577254
393379,0,-100.63851165771484,-16.006534576416016,0.03461700305342674,8.06422787244984
393380,1,-100.83982849121094,-16.01764678955078,0.03452823683619499,8.061402694418206
393381,0,-101.04103088378906,-16.029024124145508,0.034448545426130295,8.05851728972347
393382,1,-101.24246215820312,-16.040863037109375,0.034369926899671555,8.081864982141393
393383,0,-101.44501495361328,-16.053131103515625,0.03427894413471222,8.125668096612468
393384,1,-101.648681640625,-16.065711975097656,0.0341867059469223,8.17097965478782
393385,0,-101.85348510742188,-16.078659057617188,0.034098319709300995,8.21725801908739
393386,1,-102.05941009521484,-16.091968536376953,0.034016646444797516,8.264434186762974
393387,0,-102.26653289794922,-16.105533599853516,0.03394225984811783,8.312422262112895
393388,1,-102.47482299804688,-16.119510650634766,0.03387603536248207,8.360900620776563
393389,0,-102.68431091308594,-16.133888244628906,0.033816948533058167,8.40998422979432
393390,1,-102.89500427246094,-16.14868927001953,0.033764760941267014,8.459484177660281
393391,0,-103.1069107055664,-16.163921356201172,0.033719100058078766,8.50939569154934
393392,1,-103.32003021240234,-16.17966079711914,0.0336788184940815,8.559545821504011
393393,0,-103.53433990478516,-16.196086883544922,0.03364391252398491,8.609693559241842
393394,1,-103.74986267089844,-16.21326446533203,0.03361370041966438,8.660054299905775
393395,0,-103.96656036376953,-16.231252670288086,0.033587340265512466,8.710536539924806
393396,1,-104.18448638916016,-16.249879837036133,0.03356418386101723,8.761676235450329
393397,0,-104.40367889404297,-16.268951416015625,0.033543623983860016,8.813186263965967
393398,1,-104.62410736083984,-16.288455963134766,0.0335257314145565,8.864795718203839
393399,0,-104.84577178955078,-16.30864143371582,0.0335102453827858,8.915600056393469
393400,1,-105.0685806274414,-16.329322814941406,0.03349872678518295,8.962639092176929
393401,0,-105.29244232177734,-16.35007095336914,0.03349338471889496,9.001715272734474
393402,1,-105.51707458496094,-16.37078857421875,0.033497121185064316,9.03050855094058
393403,0,-105.74227142333984,-16.391626358032227,0.03350955992937088,9.051601150973951
393404,1,-105.96772003173828,-16.41278076171875,0.03353236988186836,9.058381321858777
393405,0,-106.1927490234375,-16.434476852416992,0.03357334062457085,9.037273836993934
393406,1,-106.41666412353516,-16.45686912536621,0.033635176718235016,8.990267244960298
393407,0,-106.63906860351562,-16.47947120666504,0.03371364623308182,8.932504675377952
393408,1,-106.8603286743164,-16.50226593017578,0.033789098262786865,8.886180520661386
393409,0,-107.07991790771484,-16.525493621826172,0.03386947512626648,8.816485225354299
393410,1,-107.2972640991211,-16.54921531677246,0.0339590460062027,8.724916543761717
393411,0,-107.51204681396484,-16.573211669921875,0.03405624255537987,8.625067220057076
393412,1,-107.72461700439453,-16.597583770751953,0.03414325788617134,8.53879383863249
393413,0,-107.93482971191406,-16.62171173095703,0.03422538563609123,8.445462804935632
393414,1,-108.143310546875,-16.645673751831055,0.034286193549633026,8.38196036719076
393415,0,-108.3507308959961,-16.669828414916992,0.03431754931807518,8.345945961218318
393416,1,-108.5573501586914,-16.694351196289062,0.034326743334531784,8.31620711546749
393417,0,-108.76321411132812,-16.719295501708984,0.034322623163461685,8.287235276004997
393418,1,-108.96824645996094,-16.744792938232422,0.03431236371397972,8.257784102117105
393419,0,-109.172607421875,-16.770204544067383,0.03429824858903885,8.230423495212722
393420,1,-109.3763427734375,-16.795570373535156,0.03428173065185547,8.206694379427757
393421,0,-109.57957458496094,-16.821027755737305,0.034262046217918396,8.188260599686366
393422,1,-109.78245544433594,-16.84662628173828,0.03423835709691048,8.17659613932633
393423,0,-109.98517608642578,-16.872411727905273,0.03420963138341904,8.173012974474029
393424,1,-110.18793487548828,-16.89849853515625,0.0341760627925396,8.178091111931677
393425,0,-110.39092254638672,-16.924898147583008,0.034136999398469925,8.190523351784504
393426,1,-110.59431457519531,-16.951562881469727,0.034094274044036865,8.209129479432963
393427,0,-110.7982406616211,-16.97847557067871,0.03404907137155533,8.232871907579753
393428,1,-111.0028076171875,-17.00564193725586,0.034002989530563354,8.260926006254579
393429,0,-111.2081298828125,-17.0330810546875,0.033956870436668396,8.292598646965676
393430,1,-111.41425323486328,-17.060911178588867,0.033911705017089844,8.32724204910582
393431,0,-111.6212387084961,-17.08919906616211,0.033868178725242615,8.364437012284755
393432,1,-111.82914733886719,-17.11783218383789,0.03382674977183342,8.403960330605178
393433,0,-112.0380630493164,-17.14676284790039,0.03378769010305405,8.445351693213384
393434,1,-112.24799346923828,-17.175996780395508,0.03375083953142166,8.488322222589066
393435,0,-112.45901489257812,-17.20551109313965,0.03371696546673775,8.532648717747415
393436,1,-112.67110443115234,-17.235395431518555,0.033685531467199326,8.578067864738307
393437,0,-112.88431549072266,-17.26568031311035,0.03365692123770714,8.62446756640131
393438,1,-113.09866333007812,-17.296283721923828,0.03363048657774925,8.671751920702434
393439,0,-113.31417083740234,-17.327171325683594,0.03360660374164581,8.719755786901702
393440,1,-113.53084564208984,-17.35839080810547,0.03358485922217369,8.768346492228366
393441,0,-113.74872589111328,-17.389934539794922,0.033565178513526917,8.817471580490029
393442,1,-113.96778869628906,-17.421829223632812,0.03354743868112564,8.867026419020338
393443,0,-114.18806457519531,-17.454055786132812,0.03353145346045494,8.916980748473417
393444,1,-114.40956115722656,-17.48661994934082,0.03351707383990288,8.967257728744062
393445,0,-114.63228607177734,-17.5195255279541,0.03350429609417915,9.017814080204724
393446,1,-114.85623168945312,-17.55279541015625,0.03349265828728676,9.068588169913498
393447,0,-115.08140563964844,-17.58642578125,0.033482398837804794,9.119546245374652
393448,1,-115.30782318115234,-17.62044334411621,0.03347354754805565,9.170625039489199
393449,0,-115.53546905517578,-17.65484046936035,0.0334654226899147,9.221824200292158
393450,1,-115.76435089111328,-17.68959617614746,0.03345809876918793,9.273107691606626
393451,0,-115.99447631835938,-17.724721908569336,0.03345176577568054,9.324433540261321
393452,1,-116.22584533691406,-17.760242462158203,0.03344634920358658,9.375775232907786
393453,0,-116.45844268798828,-17.79611587524414,0.03344150632619858,9.427159780043741
393454,1,-116.69229888916016,-17.832326889038086,0.03343719244003296,9.478540474715741
393455,0,-116.92745208740234,-17.86859893798828,0.033433493226766586,9.529816278111982
393456,1,-117.16389465332031,-17.904857635498047,0.03343017399311066,9.581050064009819
393457,0,-117.401611328125,-17.94131851196289,0.03342750295996666,9.63238468882168
393458,1,-117.64058685302734,-17.97799301147461,0.033425215631723404,9.683652291993358
393459,0,-117.88045501708984,-18.01474380493164,0.03343234956264496,9.705289151074982
393460,1,-118.12019348144531,-18.051603317260742,0.03346450626850128,9.702130215624646
393461,0,-118.35982513427734,-18.088523864746094,0.033507611602544785,9.698543591009987
393462,1,-118.59934997558594,-18.125383377075195,0.03355396166443825,9.694918840146705
393463,0,-118.83880615234375,-18.162235260009766,0.03359920531511307,9.69129466911673
393464,1,-119.07817840576172,-18.198997497558594,0.03364139422774315,9.687659072161871
393465,0,-119.3175048828125,-18.235530853271484,0.03367965668439865,9.683961348579546
393466,1,-119.55677795410156,-18.271833419799805,0.03371375799179077,9.680274838875908
393467,0,-119.79600524902344,-18.30780029296875,0.033744048327207565,9.676498405275833
393468,1,-120.03515625,-18.343597412109375,0.03377002477645874,9.672862969759603
393469,0,-120.27421569824219,-18.379446029663086,0.03379249572753906,9.669245727928043
393470,1,-120.51319885253906,-18.415151596069336,0.03381183370947838,9.6656087284954
393471,0,-120.75215911865234,-18.450519561767578,0.033828962594270706,9.661868329479026
393472,1,-120.99105072021484,-18.48566246032715,0.033843498677015305,9.65822932340938
393473,0,-121.2298583984375,-18.52077293395996,0.033855970948934555,9.654632350086478
393474,1,-121.46857452392578,-18.555952072143555,0.03386661410331726,9.651016571523071
393475,0,-121.70719146728516,-18.59109878540039,0.03387565538287163,9.647414422779873
393476,1,-121.9457778930664,-18.625959396362305,0.033883705735206604,9.643720404453775
393477,0,-122.18429565429688,-18.6606388092041,0.03389018774032593,9.640104725108202
393478,1,-122.42271423339844,-18.6953125,0.03389614075422287,9.636508081401542
393479,0,-122.66104888916016,-18.729948043823242,0.03390109911561012,9.632911855535392
393480,1,-122.9003677368164,-18.764591217041016,0.03388206288218498,9.684083049806734
393481,0,-123.14091491699219,-18.7991886138916,0.03384719789028168,9.731952188526675
393482,1,-123.38265991210938,-18.833749771118164,0.03380729630589485,9.778193280824924
393483,0,-123.62555694580078,-18.868247985839844,0.03376751020550728,9.822592680076367
393484,1,-123.86949157714844,-18.90257453918457,0.03373226150870323,9.862542739359158
393485,0,-124.11434173583984,-18.9366397857666,0.033705174922943115,9.895358661572986
393486,1,-124.35987854003906,-18.969202041625977,0.03369182348251343,9.90924053455091
393487,0,-124.6053695678711,-18.999208450317383,0.03370479494333267,9.887401862385593
393488,1,-124.85005950927734,-19.027231216430664,0.03374427556991577,9.841854271064301
393489,0,-125.09326171875,-19.053752899169922,0.03380851820111275,9.770959790545463
393490,1,-125.33430480957031,-19.07774543762207,0.0338987335562706,9.66893429643425
393491,0,-125.57247161865234,-19.098493576049805,0.03401428088545799,9.537216590229855
393492,1,-125.80712890625,-19.117431640625,0.034144554287195206,9.388571101228418
393493,0,-126.03793334960938,-19.134992599487305,0.03428260609507561,9.228686199448303
393494,1,-126.2647705078125,-19.15056800842285,0.034421272575855255,9.062605774743
393495,0,-126.48751831054688,-19.164386749267578,0.03455379232764244,8.893882286600338
393496,1,-126.70610809326172,-19.176631927490234,0.03467666730284691,8.722691304558065
393497,0,-126.92045593261719,-19.187240600585938,0.03478877991437912,8.548957592594835
393498,1,-127.13052368164062,-19.196393966674805,0.03488990664482117,8.37383884761629
393499,0,-127.33637237548828,-19.20517921447754,0.034975167363882065,8.20837248126188
393500,1,-127.53883361816406,-19.21333122253418,0.035031165927648544,8.079132970485583
393501,0,-127.73887634277344,-19.220870971679688,0.03504825383424759,7.989381417097489
393502,1,-127.93750762939453,-19.227502822875977,0.03502285107970238,7.941005961458272
393503,0,-128.1356658935547,-19.23390007019043,0.03495689481496811,7.92471728129045
393504,1,-128.33352661132812,-19.240541458129883,0.03486877307295799,7.915409911740028
393505,0,-128.53135681152344,-19.247217178344727,0.034769974648952484,7.914522955420096
393506,1,-128.72927856445312,-19.253732681274414,0.03466743230819702,7.920519949866045
393507,0,-128.927490234375,-19.260061264038086,0.03456562012434006,7.932142664811284
393508,1,-129.12606811523438,-19.266197204589844,0.03446716070175171,7.94837936645725
393509,0,-129.3251190185547,-19.27212142944336,0.03437408432364464,7.9684036422661135
393510,1,-129.52474975585938,-19.277910232543945,0.0342872217297554,7.99159083394518
393511,0,-129.72499084472656,-19.283554077148438,0.034207265824079514,8.017335128074754
393512,1,-129.9259490966797,-19.289005279541016,0.03413379564881325,8.045173110263116
393513,0,-130.1276092529297,-19.29428482055664,0.03406722843647003,8.074779421268087
393514,1,-130.33004760742188,-19.299362182617188,0.03400718793272972,8.105799968073988
393515,0,-130.53326416015625,-19.304176330566406,0.03395286574959755,8.137961012730889
393516,1,-130.73731994628906,-19.30864906311035,0.03390441834926605,8.171038655109442
393517,0,-130.94223022460938,-19.312763214111328,0.03386138752102852,8.204928256286664
